Level	Rule Name	Subject	Property	Value
WARN	missing_definition	candela per square meter based unit	textual definition	
WARN	missing_definition	gram per mole based unit	textual definition	
WARN	missing_definition	cubic meter per mole based unit	textual definition	
WARN	missing_definition	cubic centimeter per mole based unit	textual definition	
WARN	missing_definition	turns per second based unit	textual definition	
WARN	missing_definition	cubic meter per kilogram based unit	textual definition	
WARN	missing_definition	meter per second based unit	textual definition	
WARN	missing_definition	cubic meter based unit	textual definition	
WARN	missing_definition	cubic centimeter based unit	textual definition	
WARN	missing_definition	liter based unit	textual definition	
WARN	missing_definition	cubic decimeter based unit	textual definition	
WARN	missing_definition	hertz based unit	textual definition	
WARN	missing_definition	newton based unit	textual definition	
WARN	missing_definition	pascal based unit	textual definition	
WARN	missing_definition	joule based unit	textual definition	
WARN	missing_definition	watt based unit	textual definition	
WARN	missing_definition	lux based unit	textual definition	
WARN	missing_definition	lumen based unit	textual definition	
WARN	missing_definition	katal based unit	textual definition	
WARN	missing_definition	radian based unit	textual definition	
WARN	missing_definition	steradian based unit	textual definition	
WARN	missing_definition	becquerel based unit	textual definition	
WARN	missing_definition	curie based unit	textual definition	
WARN	missing_definition	gray based unit	textual definition	
WARN	missing_definition	rad based unit	textual definition	
WARN	missing_definition	roentgen based unit	textual definition	
WARN	missing_definition	sievert based unit	textual definition	
WARN	missing_definition	Roentgen equivalent man based unit	textual definition	
WARN	missing_definition	disintegrations per minute based unit	textual definition	
WARN	missing_definition	counts per minute based unit	textual definition	
WARN	missing_definition	century based unit	textual definition	
WARN	missing_definition	half life based unit	textual definition	
WARN	missing_definition	foot candle based unit	textual definition	
WARN	missing_definition	watt per square meter based unit	textual definition	
WARN	missing_definition	einstein per square meter per second based unit	textual definition	
WARN	missing_definition	watt per steradian per square meter based unit	textual definition	
WARN	missing_definition	watt per steradian based unit	textual definition	
WARN	missing_definition	mass percentage based unit	textual definition	
WARN	missing_definition	mass volume percentage based unit	textual definition	
WARN	missing_definition	volume percentage based unit	textual definition	
WARN	missing_definition	parts per hundred based unit	textual definition	
WARN	missing_definition	parts per thousand based unit	textual definition	
WARN	missing_definition	parts per million based unit	textual definition	
WARN	missing_definition	parts per billion based unit	textual definition	
WARN	missing_definition	parts per trillion based unit	textual definition	
WARN	missing_definition	parts per quadrillion based unit	textual definition	
WARN	missing_definition	gram per milliliter based unit	textual definition	
WARN	missing_definition	gram per liter based unit	textual definition	
WARN	missing_definition	unit per milliliter based unit	textual definition	
WARN	missing_definition	unit per liter based unit	textual definition	
WARN	missing_definition	mass per unit volume based unit	textual definition	
WARN	missing_definition	enzyme unit based unit	textual definition	
WARN	missing_definition	degree based unit	textual definition	
WARN	missing_definition	pi based unit	textual definition	
WARN	missing_definition	molecule count based unit	textual definition	
WARN	missing_definition	purity percentage based unit	textual definition	
WARN	missing_definition	confluence percentage based unit	textual definition	
WARN	missing_definition	degree Fahrenheit based unit	textual definition	
WARN	missing_definition	pH based unit	textual definition	
WARN	missing_definition	liter per kilogram based unit	textual definition	
WARN	missing_definition	cells per milliliter based unit	textual definition	
WARN	missing_definition	katal per cubic meter based unit	textual definition	
WARN	missing_definition	katal per liter based unit	textual definition	
WARN	missing_definition	gram per deciliter based unit	textual definition	
WARN	missing_definition	colony forming unit based unit	textual definition	
WARN	missing_definition	plaque forming unit based unit	textual definition	
WARN	missing_definition	colony forming unit per milliliter based unit	textual definition	
WARN	missing_definition	plaque forming unit per milliliter based unit	textual definition	
WARN	missing_definition	disintegrations per second based unit	textual definition	
WARN	missing_definition	volt based unit	textual definition	
WARN	missing_definition	coulomb based unit	textual definition	
WARN	missing_definition	dalton based unit	textual definition	
WARN	missing_definition	watt-hour based unit	textual definition	
WARN	missing_definition	weber based unit	textual definition	
WARN	missing_definition	tesla based unit	textual definition	
WARN	missing_definition	volt-hour based unit	textual definition	
WARN	missing_definition	bit based unit	textual definition	
WARN	missing_definition	byte based unit	textual definition	
WARN	missing_definition	chroma sampling unit based unit	textual definition	
WARN	missing_definition	dynamic range unit based unit	textual definition	
WARN	missing_definition	dots per inch based unit	textual definition	
WARN	missing_definition	pixels per inch based unit	textual definition	
WARN	missing_definition	pixels per millimeter based unit	textual definition	
WARN	missing_definition	base pair based unit	textual definition	
WARN	missing_definition	kibibyte based unit	textual definition	
WARN	missing_definition	mebibyte based unit	textual definition	
WARN	missing_definition	newton per meter based unit	textual definition	
WARN	missing_definition	dyne per cm based unit	textual definition	
WARN	missing_definition	pascal second based unit	textual definition	
WARN	missing_definition	poise based unit	textual definition	
WARN	missing_definition	effective dose unit based unit	textual definition	
WARN	missing_definition	siemens based unit	textual definition	
WARN	missing_definition	watt per meter kelvin based unit	textual definition	
WARN	missing_definition	electronvolt based unit	textual definition	
WARN	missing_definition	volt per meter based unit	textual definition	
WARN	missing_definition	absorbance unit based unit	textual definition	
WARN	missing_definition	count per nanomolar second based unit	textual definition	
WARN	missing_definition	count per molar second based unit	textual definition	
WARN	missing_definition	count per nanomolar based unit	textual definition	
WARN	missing_definition	count per molar based unit	textual definition	
WARN	missing_definition	dosage unit based unit	textual definition	
WARN	missing_definition	relative light unit based unit	textual definition	
WARN	missing_definition	relative luminescence unit based unit	textual definition	
WARN	missing_definition	relative fluorescence unit based unit	textual definition	
WARN	missing_definition	square micrometer based unit	textual definition	
WARN	missing_definition	hectare based unit	textual definition	
WARN	missing_definition	inch based unit	textual definition	
WARN	missing_definition	thou based unit	textual definition	
WARN	missing_definition	foot based unit	textual definition	
WARN	missing_definition	yard based unit	textual definition	
WARN	missing_definition	chain based unit	textual definition	
WARN	missing_definition	furlong based unit	textual definition	
WARN	missing_definition	mile based unit	textual definition	
WARN	missing_definition	league based unit	textual definition	
WARN	missing_definition	maritime length unit based unit	textual definition	
WARN	missing_definition	fathom based unit	textual definition	
WARN	missing_definition	cable based unit	textual definition	
WARN	missing_definition	nautical mile based unit	textual definition	
WARN	missing_definition	perch based unit	textual definition	
WARN	missing_definition	rood based unit	textual definition	
WARN	missing_definition	acre based unit	textual definition	
WARN	missing_definition	fluid ounce based unit	textual definition	
WARN	missing_definition	gill based unit	textual definition	
WARN	missing_definition	pint based unit	textual definition	
WARN	missing_definition	quart based unit	textual definition	
WARN	missing_definition	gallon based unit	textual definition	
WARN	missing_definition	grain based unit	textual definition	
WARN	missing_definition	drachm based unit	textual definition	
WARN	missing_definition	ounce based unit	textual definition	
WARN	missing_definition	pound based unit	textual definition	
WARN	missing_definition	stone based unit	textual definition	
WARN	missing_definition	quarter based unit	textual definition	
WARN	missing_definition	hundredweight based unit	textual definition	
WARN	missing_definition	ton based unit	textual definition	
WARN	missing_definition	slug based unit	textual definition	
WARN	missing_definition	teaspoon based unit	textual definition	
WARN	missing_definition	gram per square meter based unit	textual definition	
WARN	missing_definition	large calorie based unit	textual definition	
WARN	missing_definition	gray per minute based unit	textual definition	
WARN	missing_definition	obo:chebi#IUPAC_NAME	textual definition	
WARN	missing_definition	has parent hydride	textual definition	
WARN	missing_definition	is conjugate acid of	textual definition	
WARN	missing_definition	is conjugate base of	textual definition	
WARN	missing_definition	is substituent group from	textual definition	
WARN	missing_definition	is tautomer of	textual definition	
WARN	missing_definition	interacts_with_an_exposure_receptor_via	textual definition	
WARN	missing_definition	interacts_with_an_exposure stressor_via	textual definition	
WARN	missing_definition	Contributor	textual definition	
WARN	missing_definition	Coverage	textual definition	
WARN	missing_definition	Creator	textual definition	
WARN	missing_definition	Date	textual definition	
WARN	missing_definition	Description	textual definition	
WARN	missing_definition	Format	textual definition	
WARN	missing_definition	Resource Identifier	textual definition	
WARN	missing_definition	Language	textual definition	
WARN	missing_definition	Publisher	textual definition	
WARN	missing_definition	Relation	textual definition	
WARN	missing_definition	Rights Management	textual definition	
WARN	missing_definition	Source	textual definition	
WARN	missing_definition	Subject and Keywords	textual definition	
WARN	missing_definition	Title	textual definition	
WARN	missing_definition	Resource Type	textual definition	
WARN	missing_definition	DCMI Type Vocabulary	textual definition	
WARN	missing_definition	Date Encoding Schemes	textual definition	
WARN	missing_definition	Format Encoding Schemes	textual definition	
WARN	missing_definition	Resource Identifier Encoding Schemes	textual definition	
WARN	missing_definition	Language Encoding Schemes	textual definition	
WARN	missing_definition	Resource Relation Encoding Schemes	textual definition	
WARN	missing_definition	Source Encoding Schemes	textual definition	
WARN	missing_definition	Place Encoding Schemes	textual definition	
WARN	missing_definition	Subject Encoding Schemes	textual definition	
WARN	missing_definition	Encoding Schemes for temporal characteristics	textual definition	
WARN	missing_definition	Resource Type Encoding Schemes	textual definition	
WARN	missing_definition	Abstract	textual definition	
WARN	missing_definition	Access Rights	textual definition	
WARN	missing_definition	Alternative	textual definition	
WARN	missing_definition	Audience	textual definition	
WARN	missing_definition	Available	textual definition	
WARN	missing_definition	Bibliographic Citation	textual definition	
WARN	missing_definition	Conforms To	textual definition	
WARN	missing_definition	Created	textual definition	
WARN	missing_definition	Date Accepted	textual definition	
WARN	missing_definition	Date Copyrighted	textual definition	
WARN	missing_definition	Date Submitted	textual definition	
WARN	missing_definition	description	textual definition	
WARN	missing_definition	Audience Education Level	textual definition	
WARN	missing_definition	Extent	textual definition	
WARN	missing_definition	Has Format	textual definition	
WARN	missing_definition	Has Part	textual definition	
WARN	missing_definition	Has Version	textual definition	
WARN	missing_definition	Is Format Of	textual definition	
WARN	missing_definition	Is Part Of	textual definition	
WARN	missing_definition	Is Referenced By	textual definition	
WARN	missing_definition	Is Replaced By	textual definition	
WARN	missing_definition	Is Required By	textual definition	
WARN	missing_definition	Is Version Of	textual definition	
WARN	missing_definition	Issued	textual definition	
WARN	missing_definition	license	textual definition	
WARN	missing_definition	Mediator	textual definition	
WARN	missing_definition	Medium	textual definition	
WARN	missing_definition	Modified	textual definition	
WARN	missing_definition	References	textual definition	
WARN	missing_definition	Replaces	textual definition	
WARN	missing_definition	Requires	textual definition	
WARN	missing_definition	Spatial	textual definition	
WARN	missing_definition	Table Of Contents	textual definition	
WARN	missing_definition	Temporal	textual definition	
WARN	missing_definition	title	textual definition	
WARN	missing_definition	Valid	textual definition	
WARN	missing_definition	created by	textual definition	
WARN	missing_definition	database_cross_reference	textual definition	
WARN	missing_definition	has_obo_format_version	textual definition	
WARN	missing_definition	has_obo_namespace	textual definition	
WARN	missing_definition	id	textual definition	
WARN	missing_definition	Acquaintance	textual definition	
WARN	missing_definition	Address	textual definition	
WARN	missing_definition	Agent	textual definition	
WARN	missing_definition	Cell	textual definition	
WARN	missing_definition	Child	textual definition	
WARN	missing_definition	Colleague	textual definition	
WARN	missing_definition	Contact	textual definition	
WARN	missing_definition	Coresident	textual definition	
WARN	missing_definition	Coworker	textual definition	
WARN	missing_definition	Crush	textual definition	
WARN	missing_definition	Date	textual definition	
WARN	missing_definition	Emergency	textual definition	
WARN	missing_definition	Fax	textual definition	
WARN	missing_definition	Female	textual definition	
WARN	missing_definition	Friend	textual definition	
WARN	missing_definition	Gender	textual definition	
WARN	missing_definition	Group	textual definition	
WARN	missing_definition	Home	textual definition	
WARN	missing_definition	Individual	textual definition	
WARN	missing_definition	Kin	textual definition	
WARN	missing_definition	Kind	textual definition	
WARN	missing_definition	Location	textual definition	
WARN	missing_definition	Male	textual definition	
WARN	missing_definition	Me	textual definition	
WARN	missing_definition	Met	textual definition	
WARN	missing_definition	Muse	textual definition	
WARN	missing_definition	Name	textual definition	
WARN	missing_definition	Neighbor	textual definition	
WARN	missing_definition	None	textual definition	
WARN	missing_definition	Organization	textual definition	
WARN	missing_definition	Other	textual definition	
WARN	missing_definition	Pager	textual definition	
WARN	missing_definition	Parent	textual definition	
WARN	missing_definition	Relation Type	textual definition	
WARN	missing_definition	Sibling	textual definition	
WARN	missing_definition	Spouse	textual definition	
WARN	missing_definition	Sweetheart	textual definition	
WARN	missing_definition	Phone	textual definition	
WARN	missing_definition	Text	textual definition	
WARN	missing_definition	Text phone	textual definition	
WARN	missing_definition	Type	textual definition	
WARN	missing_definition	Unknown	textual definition	
WARN	missing_definition	VCard	textual definition	
WARN	missing_definition	Video	textual definition	
WARN	missing_definition	Voice	textual definition	
WARN	missing_definition	Work	textual definition	
WARN	missing_definition	additional name	textual definition	
WARN	missing_definition	address	textual definition	
WARN	missing_definition	anniversary	textual definition	
WARN	missing_definition	birth date	textual definition	
WARN	missing_definition	category	textual definition	
WARN	missing_definition	country name	textual definition	
WARN	missing_definition	email	textual definition	
WARN	missing_definition	family name	textual definition	
WARN	missing_definition	formatted name	textual definition	
WARN	missing_definition	geo	textual definition	
WARN	missing_definition	given name	textual definition	
WARN	missing_definition	has additional name	textual definition	
WARN	missing_definition	has address	textual definition	
WARN	missing_definition	has calendar busy	textual definition	
WARN	missing_definition	has calendar link	textual definition	
WARN	missing_definition	has calendar request	textual definition	
WARN	missing_definition	has category	textual definition	
WARN	missing_definition	has country name	textual definition	
WARN	missing_definition	has email	textual definition	
WARN	missing_definition	has formatted name	textual definition	
WARN	missing_definition	has family name	textual definition	
WARN	missing_definition	has gender	textual definition	
WARN	missing_definition	has geo	textual definition	
WARN	missing_definition	has given name	textual definition	
WARN	missing_definition	has honorific prefix	textual definition	
WARN	missing_definition	has honorific suffix	textual definition	
WARN	missing_definition	has messaging	textual definition	
WARN	missing_definition	has key	textual definition	
WARN	missing_definition	has language	textual definition	
WARN	missing_definition	has locality	textual definition	
WARN	missing_definition	has logo	textual definition	
WARN	missing_definition	has member	textual definition	
WARN	missing_definition	has name	textual definition	
WARN	missing_definition	has nickname	textual definition	
WARN	missing_definition	has note	textual definition	
WARN	missing_definition	has organization name	textual definition	
WARN	missing_definition	has organization unit name	textual definition	
WARN	missing_definition	has photo	textual definition	
WARN	missing_definition	has postal code	textual definition	
WARN	missing_definition	has region	textual definition	
WARN	missing_definition	has related	textual definition	
WARN	missing_definition	has role	textual definition	
WARN	missing_definition	has sound	textual definition	
WARN	missing_definition	has source	textual definition	
WARN	missing_definition	has street address	textual definition	
WARN	missing_definition	has telephone	textual definition	
WARN	missing_definition	has title	textual definition	
WARN	missing_definition	has uid	textual definition	
WARN	missing_definition	has url	textual definition	
WARN	missing_definition	has value	textual definition	
WARN	missing_definition	honorific prefix	textual definition	
WARN	missing_definition	honorific suffix	textual definition	
WARN	missing_definition	key	textual definition	
WARN	missing_definition	language	textual definition	
WARN	missing_definition	locality	textual definition	
WARN	missing_definition	logo	textual definition	
WARN	missing_definition	name	textual definition	
WARN	missing_definition	nickname	textual definition	
WARN	missing_definition	note	textual definition	
WARN	missing_definition	organization	textual definition	
WARN	missing_definition	organization name	textual definition	
WARN	missing_definition	organizational unit name	textual definition	
WARN	missing_definition	photo	textual definition	
WARN	missing_definition	postal code	textual definition	
WARN	missing_definition	product id	textual definition	
WARN	missing_definition	region	textual definition	
WARN	missing_definition	revision	textual definition	
WARN	missing_definition	role	textual definition	
WARN	missing_definition	sort as	textual definition	
WARN	missing_definition	sound	textual definition	
WARN	missing_definition	street address	textual definition	
WARN	missing_definition	telephone	textual definition	
WARN	missing_definition	title	textual definition	
WARN	missing_definition	time zone	textual definition	
WARN	missing_definition	url	textual definition	
WARN	missing_definition	value	textual definition	
WARN	missing_definition	BusOrCoach	textual definition	
WARN	missing_definition	Car	textual definition	
WARN	missing_definition	CompleteDataFeed	textual definition	
WARN	missing_definition	DataFeed	textual definition	
WARN	missing_definition	Dataset	textual definition	
WARN	missing_definition	Drug	textual definition	
WARN	missing_definition	EmployeeRole	textual definition	
WARN	missing_definition	ExercisePlan	textual definition	
WARN	missing_definition	LinkRole	textual definition	
WARN	missing_definition	LymphaticVessel	textual definition	
WARN	missing_definition	MedicalGuidelineRecommendation	textual definition	
WARN	missing_definition	MedicalObservationalStudy	textual definition	
WARN	missing_definition	MedicalRiskScore	textual definition	
WARN	missing_definition	Motorcycle	textual definition	
WARN	missing_definition	MotorizedBicycle	textual definition	
WARN	missing_definition	OrganizationRole	textual definition	
WARN	missing_definition	PathologyTest	textual definition	
WARN	missing_definition	PerformanceRole	textual definition	
WARN	missing_definition	Photograph	textual definition	
WARN	missing_definition	Physician	textual definition	
WARN	missing_definition	RadiationTherapy	textual definition	
WARN	missing_definition	ReportedDoseSchedule	textual definition	
WARN	missing_definition	ResearchProject	textual definition	
WARN	missing_definition	Role	textual definition	
WARN	missing_definition	TreatmentIndication	textual definition	
WARN	missing_definition	Vehicle	textual definition	
WARN	missing_definition	VitalSign	textual definition	
WARN	missing_definition	accelerationTime	textual definition	
WARN	missing_definition	acrissCode	textual definition	
WARN	missing_definition	activityDuration	textual definition	
WARN	missing_definition	activityFrequency	textual definition	
WARN	missing_definition	additionalVariable	textual definition	
WARN	missing_definition	administrationRoute	textual definition	
WARN	missing_definition	alcoholWarning	textual definition	
WARN	missing_definition	algorithm	textual definition	
WARN	missing_definition	availableStrength	textual definition	
WARN	missing_definition	bodyType	textual definition	
WARN	missing_definition	breastfeedingWarning	textual definition	
WARN	missing_definition	cargoVolume	textual definition	
WARN	missing_definition	catalog	textual definition	
WARN	missing_definition	characterName	textual definition	
WARN	missing_definition	clincalPharmacology	textual definition	
WARN	missing_definition	clinicalPharmacology	textual definition	
WARN	missing_definition	dataFeedElement	textual definition	
WARN	missing_definition	dataset	textual definition	
WARN	missing_definition	datasetTimeInterval	textual definition	
WARN	missing_definition	dateVehicleFirstRegistered	textual definition	
WARN	missing_definition	distribution	textual definition	
WARN	missing_definition	dosageForm	textual definition	
WARN	missing_definition	driveWheelConfiguration	textual definition	
WARN	missing_definition	drugClass	textual definition	
WARN	missing_definition	emissionsCO2	textual definition	
WARN	missing_definition	foodWarning	textual definition	
WARN	missing_definition	fuelCapacity	textual definition	
WARN	missing_definition	fuelConsumption	textual definition	
WARN	missing_definition	fuelEfficiency	textual definition	
WARN	missing_definition	hospitalAffiliation	textual definition	
WARN	missing_definition	includedDataCatalog	textual definition	
WARN	missing_definition	includedInDataCatalog	textual definition	
WARN	missing_definition	includedInHealthInsurancePlan	textual definition	
WARN	missing_definition	intensity	textual definition	
WARN	missing_definition	interactingDrug	textual definition	
WARN	missing_definition	isAvailableGenerically	textual definition	
WARN	missing_definition	knownVehicleDamages	textual definition	
WARN	missing_definition	labelDetails	textual definition	
WARN	missing_definition	linkRelationship	textual definition	
WARN	missing_definition	meetsEmissionStandard	textual definition	
WARN	missing_definition	mileageFromOdometer	textual definition	
WARN	missing_definition	modelDate	textual definition	
WARN	missing_definition	namedPosition	textual definition	
WARN	missing_definition	numberOfAirbags	textual definition	
WARN	missing_definition	numberOfAxles	textual definition	
WARN	missing_definition	numberOfDoors	textual definition	
WARN	missing_definition	numberOfForwardGears	textual definition	
WARN	missing_definition	numberOfPreviousOwners	textual definition	
WARN	missing_definition	numberedPosition	textual definition	
WARN	missing_definition	originatesFrom	textual definition	
WARN	missing_definition	overdosage	textual definition	
WARN	missing_definition	payload	textual definition	
WARN	missing_definition	pregnancyCategory	textual definition	
WARN	missing_definition	pregnancyWarning	textual definition	
WARN	missing_definition	prescribingInfo	textual definition	
WARN	missing_definition	prescriptionStatus	textual definition	
WARN	missing_definition	recommendationStrength	textual definition	
WARN	missing_definition	relatedDrug	textual definition	
WARN	missing_definition	repetitions	textual definition	
WARN	missing_definition	restPeriods	textual definition	
WARN	missing_definition	roleName	textual definition	
WARN	missing_definition	roofLoad	textual definition	
WARN	missing_definition	runsTo	textual definition	
WARN	missing_definition	rxcui	textual definition	
WARN	missing_definition	seatingCapacity	textual definition	
WARN	missing_definition	speed	textual definition	
WARN	missing_definition	steeringPosition	textual definition	
WARN	missing_definition	studyDesign	textual definition	
WARN	missing_definition	tissueSample	textual definition	
WARN	missing_definition	tongueWeight	textual definition	
WARN	missing_definition	trailerWeight	textual definition	
WARN	missing_definition	variableMeasured	textual definition	
WARN	missing_definition	variablesMeasured	textual definition	
WARN	missing_definition	vehicleConfiguration	textual definition	
WARN	missing_definition	vehicleEngine	textual definition	
WARN	missing_definition	vehicleIdentificationNumber	textual definition	
WARN	missing_definition	vehicleInteriorColor	textual definition	
WARN	missing_definition	vehicleInteriorType	textual definition	
WARN	missing_definition	vehicleModelDate	textual definition	
WARN	missing_definition	vehicleSeatingCapacity	textual definition	
WARN	missing_definition	vehicleSpecialUsage	textual definition	
WARN	missing_definition	vehicleTransmission	textual definition	
WARN	missing_definition	warning	textual definition	
WARN	missing_definition	weightTotal	textual definition	
WARN	missing_definition	wheelbase	textual definition	
WARN	missing_definition	workload	textual definition	
WARN	missing_definition	Deflecting Prism	textual definition	
WARN	missing_definition	Cooling Artifact Function	textual definition	
WARN	missing_definition	Designative Name	textual definition	
WARN	missing_definition	Change	textual definition	
WARN	missing_definition	Act	textual definition	
WARN	missing_definition	Upper Midrange Frequency	textual definition	
WARN	missing_definition	Natural Process	textual definition	
WARN	missing_definition	Sound Frequency	textual definition	
WARN	missing_definition	Mass Density	textual definition	
WARN	missing_definition	Incorporated Organization	textual definition	
WARN	missing_definition	Nominal Stasis	textual definition	
WARN	missing_definition	Propulsion Control System	textual definition	
WARN	missing_definition	Gain of Generically Dependent Continuant	textual definition	
WARN	missing_definition	Aztec Code	textual definition	
WARN	missing_definition	Shotgun	textual definition	
WARN	missing_definition	Triangular Waveform	textual definition	
WARN	missing_definition	Minor Axis	textual definition	
WARN	missing_definition	Title Document	textual definition	
WARN	missing_definition	Power Inverting Artifact Function	textual definition	
WARN	missing_definition	Container	textual definition	
WARN	missing_definition	Sensor Platform	textual definition	
WARN	missing_definition	Radio Communication Reception Artifact Function	textual definition	
WARN	missing_definition	Sensor Deployment Artifact Function	textual definition	
WARN	missing_definition	Act of Advising	textual definition	
WARN	missing_definition	Electronic Stock	textual definition	
WARN	missing_definition	Hair Color	textual definition	
WARN	missing_definition	Mailing	textual definition	
WARN	missing_definition	Dispersive Prism	textual definition	
WARN	missing_definition	Median Point Estimate Information Content Entity	textual definition	
WARN	missing_definition	Nuclear Reactor	textual definition	
WARN	missing_definition	Atmospheric Feature	textual definition	
WARN	missing_definition	Church	textual definition	
WARN	missing_definition	Decrease of Role	textual definition	
WARN	missing_definition	Conveyance Artifact Function	textual definition	
WARN	missing_definition	Soft X-ray Frequency	textual definition	
WARN	missing_definition	Waste Management Artifact Function	textual definition	
WARN	missing_definition	Act of Observation	textual definition	
WARN	missing_definition	System Role	textual definition	
WARN	missing_definition	Portion of Solid Fuel	textual definition	
WARN	missing_definition	Grocery Store	textual definition	
WARN	missing_definition	Hostel	textual definition	
WARN	missing_definition	Semicircular	textual definition	
WARN	missing_definition	Portion of Solid Propellant	textual definition	
WARN	missing_definition	Eye Color	textual definition	
WARN	missing_definition	Petroleum Depot	textual definition	
WARN	missing_definition	Province	textual definition	
WARN	missing_definition	Flow Control Valve	textual definition	
WARN	missing_definition	Random Wire Antenna	textual definition	
WARN	missing_definition	Banknote	textual definition	
WARN	missing_definition	Very High Frequency Communication Instrument	textual definition	
WARN	missing_definition	Act of Construction	textual definition	
WARN	missing_definition	Religious Facility	textual definition	
WARN	missing_definition	Ground Motor Vehicle	textual definition	
WARN	missing_definition	Stirling Engine	textual definition	
WARN	missing_definition	Healthcare Facility	textual definition	
WARN	missing_definition	Reaction Engine	textual definition	
WARN	missing_definition	Mobile Telephone	textual definition	
WARN	missing_definition	Scalp Hair	textual definition	
WARN	missing_definition	Telephone Line	textual definition	
WARN	missing_definition	Open Pit Mine	textual definition	
WARN	missing_definition	Measurement Unit of Flow	textual definition	
WARN	missing_definition	Frequency Measurement Artifact Function	textual definition	
WARN	missing_definition	Multi-Hour Temporal Interval	textual definition	
WARN	missing_definition	Book	textual definition	
WARN	missing_definition	Act of Location Change	textual definition	
WARN	missing_definition	Military Artifact Function	textual definition	
WARN	missing_definition	Civil Time Reference System	textual definition	
WARN	missing_definition	Three-Dimensional Path	textual definition	
WARN	missing_definition	Transcript	textual definition	
WARN	missing_definition	Ground Track Point	textual definition	
WARN	missing_definition	Town	textual definition	
WARN	missing_definition	Low Density Residential Area	textual definition	
WARN	missing_definition	Temporal Interval Identifier	textual definition	
WARN	missing_definition	Measurement Unit of Acceleration	textual definition	
WARN	missing_definition	Optical Microscope	textual definition	
WARN	missing_definition	Wired Communication Artifact Function	textual definition	
WARN	missing_definition	Code Identifier	textual definition	
WARN	missing_definition	Act of Estimation	textual definition	
WARN	missing_definition	Act of Social Movement	textual definition	
WARN	missing_definition	Standard Time of Day Identifier	textual definition	
WARN	missing_definition	Cutting Weapon	textual definition	
WARN	missing_definition	Green	textual definition	
WARN	missing_definition	Process Ending	textual definition	
WARN	missing_definition	Bodily Component	textual definition	
WARN	missing_definition	Minute	textual definition	
WARN	missing_definition	Autopilot System	textual definition	
WARN	missing_definition	Ordinal Date Identifier	textual definition	
WARN	missing_definition	Firearm	textual definition	
WARN	missing_definition	Skill	textual definition	
WARN	missing_definition	Infrared Telescope	textual definition	
WARN	missing_definition	Portion of Coolant	textual definition	
WARN	missing_definition	Bidirectional Transducer	textual definition	
WARN	missing_definition	Preferred Stock	textual definition	
WARN	missing_definition	Seat of National Government	textual definition	
WARN	missing_definition	Control Surface	textual definition	
WARN	missing_definition	Propulsion System	textual definition	
WARN	missing_definition	Complex Optical Lens	textual definition	
WARN	missing_definition	Electrical Artifact Function	textual definition	
WARN	missing_definition	Wave Process	textual definition	
WARN	missing_definition	Stasis of Partially Mission Capable	textual definition	
WARN	missing_definition	Portion of Liquid Oxygen	textual definition	
WARN	missing_definition	Skin Type	textual definition	
WARN	missing_definition	Vehicle Compartment	textual definition	
WARN	missing_definition	Underwater Mine	textual definition	
WARN	missing_definition	Square	textual definition	
WARN	missing_definition	End of Life Stasis	textual definition	
WARN	missing_definition	Increase of Generically Dependent Continuant	textual definition	
WARN	missing_definition	Rail Facility	textual definition	
WARN	missing_definition	Act of Military Force	textual definition	
WARN	missing_definition	Mechanical Process	textual definition	
WARN	missing_definition	Air Inlet	textual definition	
WARN	missing_definition	Translucent	textual definition	
WARN	missing_definition	Ventilation Control Artifact Function	textual definition	
WARN	missing_definition	Unix Temporal Instant	textual definition	
WARN	missing_definition	Stasis of Disposition	textual definition	
WARN	missing_definition	Pump	textual definition	
WARN	missing_definition	Information Processing Artifact	textual definition	
WARN	missing_definition	Artifact Function Specification	textual definition	
WARN	missing_definition	Spatial Orientation	textual definition	
WARN	missing_definition	Measurement Unit	textual definition	
WARN	missing_definition	Act of Conducting Mass Media Interview	textual definition	
WARN	missing_definition	Vehicle Track Point	textual definition	
WARN	missing_definition	Act of Expressive Communication	textual definition	
WARN	missing_definition	Solar Time Reference System	textual definition	
WARN	missing_definition	Bounding Box Point	textual definition	
WARN	missing_definition	First-Order Administrative Region	textual definition	
WARN	missing_definition	Performance Specification	textual definition	
WARN	missing_definition	Portion of Liquid Hydrogen	textual definition	
WARN	missing_definition	Tattoo	textual definition	
WARN	missing_definition	Power Transformer	textual definition	
WARN	missing_definition	Increase of Quality	textual definition	
WARN	missing_definition	Recording Device	textual definition	
WARN	missing_definition	Act of Directive Communication	textual definition	
WARN	missing_definition	Third-Order Administrative Region	textual definition	
WARN	missing_definition	Stasis of Specifically Dependent Continuant	textual definition	
WARN	missing_definition	Optical Instrument	textual definition	
WARN	missing_definition	Act of Financial Deposit	textual definition	
WARN	missing_definition	Maximum Power	textual definition	
WARN	missing_definition	Domain of a Country	textual definition	
WARN	missing_definition	Measurement Unit of Amount of Substance	textual definition	
WARN	missing_definition	Populace	textual definition	
WARN	missing_definition	Act of Government	textual definition	
WARN	missing_definition	Cargo Cabin	textual definition	
WARN	missing_definition	Act of Meeting	textual definition	
WARN	missing_definition	Incendiary Weapon	textual definition	
WARN	missing_definition	Artificial Language	textual definition	
WARN	missing_definition	Flight Transponder	textual definition	
WARN	missing_definition	Clockwise Rotational Motion	textual definition	
WARN	missing_definition	Instant Messaging	textual definition	
WARN	missing_definition	Radio Frequency	textual definition	
